case_id,artifact_id,status,url_norm,expected_context,matched_context,completeness,note
case3,,FP,https://web.dev/route-level-code-splitting-in-angular/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://web.dev/precaching-with-the-angular-service-worker/).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://angular.io/guide/deployment,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://material.angular.io/cdk/layout/overview).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://web.dev/route-preloading-in-angular/).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://web.dev/virtualize-lists-with-angular-cdk/).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/docs/8/creating-custom-modules/adding-stylesheets-css-and-javascript-js-to-a-drupal-8-module,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://developers.google.com/web/updates/2017/04/devtools-release-notes,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/docs/core-modules-and-themes/core-modules/image-module/working-with-images,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/project/project_module?f%5B0%5D=&f%5B1%5D=&f%5B2%5D=im_vid_3%3A67&f%5B3%5D=&f%5B4%5D=sm_field_project_type%3Afull&f%5B5%5D=&f%5B6%5D=&text=%22lazy+load%22&solrsort=iss_project_release_usage+desc&op=Search),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/docs/8/mobile-guide/responsive-images-in-drupal-8),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/project/advagg),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/project/project_module?f%5B0%5D=&f%5B1%5D=&f%5B2%5D=im_vid_3%3A123&f%5B3%5D=&f%5B4%5D=sm_field_project_type%3Afull&f%5B5%5D=&f%5B6%5D=&text=css+aggregation&solrsort=iss_project_release_usage+desc&op=Search),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/project/project_module?f%5B0%5D=&f%5B1%5D=&f%5B2%5D=im_vid_3%3A123&f%5B3%5D=&f%5B4%5D=sm_field_project_type%3Afull&f%5B5%5D=&f%5B6%5D=&text=javascript+aggregation&solrsort=iss_project_release_usage+desc&op=Search),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/docs/7/managing-site-performance-and-scalability/caching-to-improve-performance/caching-overview,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/project/project_module?f%5B0%5D=&f%5B1%5D=&f%5B2%5D=im_vid_3%3A123&f%5B3%5D=&f%5B4%5D=sm_field_project_type%3Afull&f%5B5%5D=&f%5B6%5D=&text=optimize+images&solrsort=iss_project_release_usage+desc&op=Search),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drupal.org/project/project_module?f%5B0%5D=&f%5B1%5D=&f%5B2%5D=&f%5B3%5D=&f%5B4%5D=sm_field_project_type%3Afull&f%5B5%5D=&f%5B6%5D=&text=dns-prefetch&solrsort=iss_project_release_usage+desc&op=Search),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://pubdash.ezoic.com/speed),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://pubdash.ezoic.com/speed/caching),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://extensions.joomla.org/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://extensions.joomla.org/instant-search?jed_live%5Bquery%5D=webp),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://extensions.joomla.org/instant-search?jed_live%5Bquery%5D=lazy%20loading),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://github.com/joomla/joomla-cms/pull/30748),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://extensions.joomla.org/instant-search?jed_live%5Bquery%5D=performance),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://extensions.joomla.org/instant-search?jed_live%5Bquery%5D=performance).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.joomla.org/Cache).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://extensions.joomla.org/instant-search?jed_live%5Bquery%5D=responsive%20images),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://marketplace.magento.com/catalogsearch/result?q=webp),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://web.dev/native-lazy-loading),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://devdocs.magento.com/guides/v2.3/frontend-dev-guide/themes/js-bundling.html),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://github.com/magento/baler/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://devdocs.magento.com/guides/v2.3/performance-best-practices/configuration.html?itm_source=devdocs&itm_medium=search_page&itm_campaign=federated_search&itm_term=minify%20css%20files).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.npmjs.com/package/terser),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://devdocs.magento.com/guides/v2.3/frontend-dev-guide/themes/js-bundling.html).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://marketplace.magento.com/catalogsearch/result?q=optimize%20image),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://devdocs.magento.com/guides/v2.3/config-guide/varnish/config-varnish.html).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://devdocs.magento.com/guides/v2.3/frontend-dev-guide/layouts/xml-manage.html).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://github.com/magento/baler).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://devdocs.magento.com/guides/v2.3/frontend-dev-guide/css-topics/using-fonts.html).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://purgecss.com/guides/next.html).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://nextjs.org/docs/basic-features/image-optimization).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://nextjs.org/docs/basic-features/script).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://github.com/vercel/next.js/tree/canary/packages/next-bundle-analyzer),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://nextjs.org/docs/going-to-production,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://nextjs.org/docs/api-reference/next.config.js/compression).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://nextjs.org/docs/api-reference/next/image,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://nextjs.org/docs/advanced-features/measuring-performance).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://image.nuxtjs.org/components/nuxt-img,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/plugins),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/plugins?search=image),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://developers.google.com/speed/webp),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://jakearchibald.com/2020/avif-has-landed/).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/plugins?search=lazy),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/plugins?search=Accelerated+Mobile+Pages).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/plugins?search=css).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/plugins?search=css),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/plugins?search=javascript),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://web.dev/replace-gifs-with-videos/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://web.dev/replace-gifs-with-videos,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://developers.google.com/web/updates/2018/09/chrome-70-media-updates,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://web.dev/http-cache,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/plugins?search=Caching),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/docs/markup/filter-resize),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://octobercms.com/docs/services/queues),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://reactjs.org/docs/optimizing-performance.html,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://web.dev/code-splitting-suspense/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.smooth-code.com/open-source/loadable-components/docs/getting-started/).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://reactjs.org/docs/react-dom-server.html,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://reacttraining.com/react-router/web/api/Redirect).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://reactjs.org/blog/2018/09/10/introducing-the-react-profiler.html),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://web.dev/virtualize-long-lists-react-window/).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://reactjs.org/docs/react-api.html,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://reactjs.org/docs/hooks-effect.html,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/plugins/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://developer.chrome.com/docs/devtools/coverage/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/plugins/performance-lab/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/plugins/search/lazy+load/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/plugins/amp/).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/plugins/search/critical+css/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/plugins/search/defer+css+javascript/).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/plugins/search/minify+css/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/plugins/search/minify+javascript/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/support/article/optimization,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/plugins/search/optimize+images/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/support/article/media-library-screen/),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wordpress.org/support/article/inserting-images-into-posts-and-pages/).,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1529-remove-unused-css),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1349-delay-javascript-execution),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1674-lazyload-for-iframes-and-videos),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1488-replace-youtube-iframe-with-preview-image),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1265-load-javascript-deferred),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1350-css-minify-combine),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1351-javascript-minify-combine),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1302-prefetch-dns-requests),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1312-optimize-google-fonts),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/42-using-wp-rocket-with-a-cdn),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://docs.wp-rocket.me/article/1141-lazyload-for-images),,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://a6bb0da87ee048cc9ae2a345fc09ab2e:63a7029f46f74265981b7e005e0f69f8@sentry.io/174697,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://marketingplatform.google.com/about/enterprise,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.facebook.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://github.com/calibreapp/react-live-chat-loader,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.instagram.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://developers.google.com/speed/libraries,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.google.com/maps,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://developers.google.com/apis-explorer,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://marketingplatform.google.com/about/analytics,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://marketingplatform.google.com/about/optimize,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://github.com/google/amp-client-id-library,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://marketingplatform.google.com/about/tag-manager,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://fonts.google.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://fonts.adobe.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://youtube.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://github.com/paulirish/lite-youtube-embed,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://twitter.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.addthis.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.addtoany.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.akamai.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.blogger.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://en.gravatar.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://metrica.yandex.com/about,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.hotjar.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://tongji.baidu.com/web/welcome/login,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.adobe.com/experience-platform,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://code.jquery.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://cdnjs.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.cloudflare.com/website-optimization,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://wp.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://hatenablog.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.shopify.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.dealer.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.pixnet.net,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://moat.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://33across.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.openx.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://ad.amazon.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://rubiconproject.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.thetradedesk.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.bidswitch.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://liveramp.com/discover-identitylink,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.drawbridge.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.oath.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.xaxis.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://freshdesk.com,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.helpscout.net,,url,0,Regex recovered URL not present in ground truth
case3,,FP,https://www.alexa.com,,url,0,Regex recovered URL not present in ground truth
